Wins,WardsPlaced,WardsDestroyed,FirstBlood,Kills,Deaths,Assists,EliteMonsters,Dragons,Heralds,TowersDestroyed,TotalGold,AvgLevel,TotalExperience,TotalMinionsKilled,TotalJungleMinionsKilled,GoldDiff,ExperienceDiff,CSPerMin,GoldPerMin
0,37,2,0,3,9,5,0,0,0,0,0.30876570811810955,6.4,0.5269668480950024,219,38,-2932,-2063,21.9,1473.5
0,16,0,0,1,16,1,1,1,0,0,0.15943258037159824,5.8,0.314200890648194,179,36,-7868,-5339,17.9,1279.8
1,16,3,1,4,6,6,1,1,0,0,0.441137923059132,7.0,0.6981692231568529,234,54,271,22,23.4,1645.2
0,12,1,0,6,7,6,0,0,0,0,0.4155423637344847,7.0,0.6639452416295563,215,51,-732,750,21.5,1612.0
1,15,3,1,9,6,9,0,0,0,0,0.582607354868553,7.4,0.7850074220682829,226,44,1863,2270,22.6,1828.7
0,35,4,0,4,7,6,0,0,0,0,0.39873564104540893,6.8,0.6512452581230413,241,48,-1190,-66,24.1,1590.2
1,13,0,0,8,5,8,0,0,0,0,0.48199830390871956,7.2,0.7773379515091537,218,41,-212,1212,21.8,1698.2
0,13,2,0,7,7,6,0,0,0,0,0.4883200986816746,7.0,0.6566881081972621,236,48,134,-396,23.6,1706.4
0,16,4,0,5,11,6,0,0,0,0,0.3618842032225734,6.6,0.4933201385452747,208,45,-3692,-3112,20.8,1542.4
1,19,2,1,9,4,13,0,0,0,0,0.588929149641508,7.2,0.7685139369948869,210,56,3269,2404,21.0,1836.9
1,16,3,1,7,6,7,0,0,0,0,0.5271760080178861,6.8,0.6653471878607949,236,64,1308,544,23.6,1756.8
1,23,3,0,9,10,7,0,0,0,0,0.5674196284018195,6.8,0.6293913904007916,229,36,1106,470,22.9,1809.0
0,14,2,0,4,5,7,1,1,0,0,0.3897926142934237,6.8,0.6370608609599208,207,54,-92,-1170,20.7,1578.6
0,48,5,1,4,3,6,0,0,0,0,0.45223961144090674,7.0,0.7008081807685963,252,64,539,818,25.2,1659.6
0,14,1,1,8,12,5,1,0,1,0,0.41346079716290196,7.0,0.5631700478311067,154,53,-3195,-953,15.4,1609.3
1,17,2,1,7,4,8,2,1,1,1,0.6266286331046179,7.2,0.7360217714002969,237,66,4338,4607,23.7,1885.8
0,17,3,1,5,7,9,1,1,0,0,0.3513992753064529,6.6,0.5307603496618835,206,57,-861,131,20.6,1528.8
1,16,1,0,7,5,7,1,1,0,0,0.43296584688921447,6.8,0.6022596074550551,227,52,-90,102,22.7,1634.6
0,14,1,0,1,11,0,0,0,0,0,0.20946727314779123,6.4,0.5031337621639452,201,51,-5698,-3675,20.1,1344.7
0,18,4,1,8,8,8,1,1,0,0,0.44121501811733876,6.8,0.5882401451426685,206,40,-569,-213,20.6,1645.3
1,12,3,0,12,6,16,0,0,0,0,0.6120576671035386,7.2,0.7527626587497939,213,39,1788,761,21.3,1866.9
1,36,1,1,5,5,8,0,0,0,0,0.4210932079253721,6.8,0.6679036780471713,209,60,1056,-182,20.9,1619.2
0,14,3,0,2,7,1,1,1,0,0,0.22904941793231048,6.6,0.43979877948210444,183,59,-4095,-3017,18.3,1370.1
0,17,3,1,6,5,7,0,0,0,0,0.4650373911032303,7.0,0.6665017318159326,242,44,482,166,24.2,1676.2
0,15,2,1,8,8,5,0,0,0,0,0.4675815280240537,6.8,0.664769915883226,235,48,-507,-790,23.5,1679.5
0,11,2,0,4,12,1,0,0,0,0,0.2878729473440752,6.2,0.4229754247072407,164,58,-4820,-2651,16.4,1446.4
0,13,4,0,5,10,5,0,0,0,0,0.4776038855909336,6.6,0.6588322612568035,233,64,-962,107,23.3,1692.5
0,16,5,1,3,9,1,0,0,0,0,0.27538354791457864,6.6,0.4766617186211447,211,51,-3025,-2906,21.1,1430.2
0,16,2,0,2,8,2,1,0,1,0,0.31269755608665484,6.6,0.5424707240639947,233,50,-1340,-529,23.3,1478.6
0,28,2,0,3,3,2,0,0,0,0,0.3395266363426105,7.0,0.6539666831601517,214,54,-168,267,21.4,1513.4
1,13,3,0,8,13,8,1,0,1,1,0.6340297586924678,6.8,0.6347517730496454,228,46,-664,-549,22.8,1895.4
0,14,3,1,6,12,7,1,1,0,0,0.4096060442525634,7.0,0.6029193468579911,220,51,-3089,-2946,22.0,1604.3
1,14,1,0,5,6,4,0,0,0,0,0.34422943489322344,7.2,0.6430809830117102,196,43,-1573,-1171,19.6,1519.5
1,17,2,0,9,7,10,1,1,0,0,0.49919050188882885,7.0,0.6618835559953818,218,40,721,2077,21.8,1720.5
0,21,5,1,5,4,5,0,0,0,0,0.40798704803022134,7.0,0.6395348837209301,219,60,511,-678,21.9,1602.2
1,17,2,0,6,7,6,0,0,0,0,0.37660935934006623,7.0,0.6457199406234536,201,49,-1193,-819,20.1,1561.5
0,15,1,0,2,8,3,0,0,0,0,0.28548300053966547,6.6,0.5537687613392709,202,64,-3215,-1656,20.2,1443.3
1,18,3,1,13,3,13,2,1,1,1,0.6997918433428417,6.8,0.6469569520039583,220,36,5227,2051,22.0,1980.7
1,18,5,1,4,2,5,1,1,0,0,0.3834708195204687,6.8,0.6757380834570345,236,58,1012,519,23.6,1570.4
1,16,2,1,4,4,5,1,0,1,1,0.4890139542055355,6.8,0.5709219858156028,221,50,2002,388,22.1,1707.3
1,15,3,1,9,3,11,0,0,0,0,0.6055045871559633,7.0,0.6832426191654296,203,70,3093,1285,20.3,1858.4
0,19,5,0,7,11,11,1,1,0,0,0.42070773263433814,6.4,0.5445324096981693,216,30,-2377,-2355,21.6,1618.7
0,22,3,0,9,10,14,1,1,0,0,0.4640351553465424,6.4,0.5054428500742206,166,48,-2419,-3313,16.6,1674.9
0,10,1,0,6,6,5,1,1,0,0,0.4440675352709892,7.0,0.7817911924789708,214,68,-392,462,21.4,1649.0
1,22,4,1,6,4,5,2,1,1,0,0.46002621231979035,7.2,0.7481444829292428,236,59,852,1553,23.6,1669.7
1,48,0,0,10,4,10,2,1,1,0,0.5583995065916275,7.2,0.8198911429985155,196,64,2507,3196,19.6,1797.3
1,20,5,0,5,2,6,0,0,0,0,0.40852671343766855,6.8,0.6098466105888173,234,47,1756,1920,23.4,1602.9
1,17,0,0,4,2,4,2,1,1,0,0.38717138231439374,7.2,0.7482269503546098,231,64,1064,2471,23.1,1575.2
1,14,2,1,5,3,3,1,1,0,0,0.40089430267519843,7.2,0.706828302820386,234,44,1713,2145,23.4,1593.0
0,12,4,0,6,6,10,0,0,0,0,0.3477758075707348,6.6,0.5272142503711034,190,36,-1137,-1402,19.0,1524.1
1,17,1,0,8,4,7,1,1,0,0,0.493177087348701,6.8,0.6638627742041893,201,48,2294,1383,20.1,1712.7
0,15,3,0,1,7,2,0,0,0,0,0.2150181173386786,6.4,0.4729506844796306,188,53,-4115,-2985,18.8,1351.9
1,18,4,0,11,6,13,0,0,0,0,0.6181481767018734,7.0,0.743691241959426,243,40,2520,2092,24.3,1874.8
1,13,3,0,4,7,3,1,1,0,0,0.41053118495104457,6.8,0.6461322777502886,227,55,93,1195,22.7,1605.5
1,18,2,1,7,5,5,1,1,0,0,0.44453010562022965,7.0,0.6682335477486393,202,55,1744,1187,20.2,1649.6
1,17,1,0,6,9,10,1,1,0,0,0.5001156425873102,7.0,0.7323932046841498,222,60,-315,-7,22.2,1721.7
0,14,1,0,4,5,4,0,0,0,0,0.36635571659856614,7.2,0.7106218043872671,237,47,-1335,-172,23.7,1548.2
0,14,4,1,3,3,1,0,0,0,0,0.28956903862462424,7.0,0.669635493979878,200,63,-648,728,20.0,1448.6
0,50,1,1,6,12,4,0,0,0,0,0.3915658006321795,6.8,0.6180108857001484,198,30,-3854,-1813,19.8,1580.9
1,165,3,1,11,8,8,1,1,0,1,0.6804409837329427,7.0,0.6806861289790532,229,41,2585,1759,22.9,1955.6
1,11,3,1,9,4,11,1,1,0,0,0.48361730013106163,6.8,0.6350816427511133,188,58,2247,1668,18.8,1700.3
0,19,0,0,5,10,2,0,0,0,0,0.44106082800092505,7.0,0.68596404420254,220,59,-977,143,22.0,1645.1
1,19,2,1,6,3,5,0,0,0,0,0.547914578675507,7.2,0.7704106877783276,238,76,2970,2037,23.8,1783.7
1,14,3,1,11,6,14,1,1,0,0,0.5647983964227893,6.8,0.6375556655121227,195,54,250,287,19.5,1805.6
0,19,4,1,8,8,2,0,0,0,0,0.42548762624315783,6.8,0.5893946890978062,189,41,-1276,-648,18.9,1624.9
1,15,3,1,7,7,9,0,0,0,0,0.4792228818132759,6.8,0.6580075870031338,212,45,1482,1055,21.2,1694.6
0,23,3,0,4,2,5,0,0,0,0,0.38370210469508914,6.8,0.649018637638133,243,55,428,687,24.3,1570.7
0,13,7,1,7,6,7,0,0,0,0,0.4404440675352711,7.0,0.6896750783440541,193,52,-1706,-1027,19.3,1644.3
1,11,1,0,8,5,10,2,1,1,0,0.5468352478606121,7.4,0.7961405244928254,215,64,1014,950,21.5,1782.3
1,15,6,0,2,6,2,0,0,0,0,0.42487086577750366,7.2,0.6817582055088239,236,57,250,942,23.6,1624.1
1,13,4,0,7,8,6,1,0,1,0,0.4420630637576132,6.6,0.5753752267854196,209,52,166,395,20.9,1646.4
0,11,2,0,6,8,7,0,0,0,0,0.47752679053272684,6.8,0.6465446148771236,233,47,-465,-436,23.3,1692.4
1,19,5,0,10,8,10,1,1,0,0,0.5027368745663404,6.8,0.6034141514101928,217,46,-733,-541,21.7,1725.1
0,38,2,0,6,8,8,0,0,0,0,0.4769871251252794,7.2,0.7311561933036451,212,62,-1013,-36,21.2,1691.7
1,10,2,0,7,7,6,2,1,1,2,0.6725001927376456,7.0,0.7202704931552036,239,64,3773,1957,23.9,1945.3
0,17,2,0,5,4,4,0,0,0,0,0.4749826536119034,7.4,0.7503711034141515,207,79,1060,1554,20.7,1689.1
1,16,2,1,7,4,4,1,1,0,0,0.4916351861845655,7.2,0.7536698004288306,218,68,2169,2453,21.8,1710.7
1,15,7,0,4,2,3,1,1,0,0,0.36342610438670875,7.0,0.6378855352135907,236,53,1019,708,23.6,1544.4
1,17,3,1,9,5,10,2,1,1,0,0.5822989746357258,7.2,0.7119412831931388,226,59,2684,1191,22.6,1828.3
1,17,4,1,4,2,3,0,0,0,0,0.4268753372908797,6.8,0.6779647039419429,246,52,1362,699,24.6,1626.7
1,60,4,1,6,7,7,1,0,1,0,0.5024284943335132,7.0,0.7213425696849743,233,65,915,1710,23.3,1724.7
0,54,4,0,11,6,22,1,0,1,0,0.6098219104155423,7.0,0.652894606630381,226,48,1931,1200,22.6,1864.0
1,14,2,1,9,0,8,0,0,0,0,0.4900161899622234,7.2,0.7481444829292428,221,49,3655,2743,22.1,1708.6
0,24,4,1,6,4,8,0,0,0,0,0.4452239611440906,6.8,0.615949200065974,205,52,805,149,20.5,1650.5
1,15,2,0,12,10,20,0,0,0,0,0.5574743658931464,6.8,0.6503381164440046,172,32,478,-124,17.2,1796.1
1,44,5,1,14,12,14,1,1,0,0,0.6698018657004087,6.8,0.6945406564407058,204,49,1698,2237,20.4,1941.8
1,18,2,1,4,5,3,0,0,0,0,0.3944183177858299,7.0,0.6836549562922646,214,58,-330,-466,21.4,1584.6
1,22,2,1,6,5,7,1,0,1,0,0.47852902628941496,7.0,0.6676562757710703,221,43,592,242,22.1,1693.7
0,17,3,1,1,4,1,0,0,0,0,0.25703492406136774,6.6,0.5311726867887184,220,37,-1765,-2344,22.0,1406.4
0,13,1,1,1,2,1,0,0,0,0,0.3364428340143396,6.8,0.6726867887184561,246,51,-92,-244,24.6,1509.4
0,69,2,1,5,11,5,1,1,0,0,0.37799707038778807,6.8,0.5839518390235857,193,54,-2947,-2189,19.3,1563.3
1,18,3,1,6,2,6,1,1,0,0,0.47320946727314783,6.8,0.6566056407718951,245,52,1982,990,24.5,1686.8
1,15,3,0,10,7,8,1,0,1,0,0.6598566031917353,7.6,0.7863269008741546,240,63,2330,2319,24.0,1928.9
1,14,4,0,3,3,4,1,1,0,0,0.33983501657543747,7.0,0.7182088075210292,194,66,-105,1086,19.4,1513.8
1,16,4,0,1,5,1,2,1,1,0,0.3247243851669107,7.0,0.6291439881246906,210,83,-1215,-756,21.0,1494.2
0,16,1,0,6,6,7,1,1,0,0,0.38339372446226194,6.8,0.5603661553686293,191,40,-951,-1116,19.1,1570.3
1,18,2,1,5,3,7,2,1,1,0,0.36211548839719365,6.8,0.6241959426026719,217,47,134,-144,21.7,1542.7
1,108,5,1,6,5,8,0,0,0,0,0.45408989283786905,7.0,0.627824509318819,238,37,361,-672,23.8,1662.0
1,19,2,0,6,5,5,1,1,0,0,0.40058592244237146,6.8,0.5845291110011545,209,44,905,1369,20.9,1592.6
0,15,1,1,9,6,5,0,0,0,0,0.4719759463418395,6.6,0.6035790862609268,210,38,348,-1004,21.0,1685.2
0,14,1,1,6,8,6,0,0,0,0,0.478451931231208,7.2,0.6535543460333167,219,64,-424,-630,21.9,1693.6
1,15,4,1,10,4,13,1,1,0,0,0.5540821833320485,7.2,0.7262081477816261,212,37,3058,1325,21.2,1791.7
0,16,1,1,7,8,11,1,1,0,0,0.5264050574358184,6.8,0.6058881741712024,241,48,-105,-1401,24.1,1755.8
0,12,0,0,3,8,3,0,0,0,0,0.3406830622157121,6.8,0.5809830117103744,205,51,-1876,-2659,20.5,1514.9
0,15,1,0,5,7,8,1,1,0,0,0.41492560326883055,6.4,0.5483259112650504,215,52,-1031,-760,21.5,1611.2
0,39,1,1,7,4,6,0,0,0,0,0.39742502505589383,7.2,0.7387431964374073,207,52,125,2058,20.7,1588.5
1,22,0,1,4,7,4,1,0,1,1,0.49140390100994524,6.6,0.5753752267854196,224,61,-669,-502,22.4,1710.4
1,51,3,0,10,5,16,1,1,0,1,0.5246318710970627,6.4,0.4388916378030677,173,40,1436,-1544,17.3,1753.5
0,23,1,1,8,10,8,1,1,0,0,0.5081335286408141,7.0,0.7079828467755237,205,59,-78,-155,20.5,1732.1
1,9,3,1,6,7,6,1,0,1,0,0.4307300902012182,7.0,0.7076529770740557,204,71,-713,103,20.4,1631.7
0,19,2,0,4,7,2,0,0,0,0,0.3792305913190964,7.2,0.702292594425202,234,66,-1975,-1115,23.4,1564.9
1,15,3,1,9,3,11,0,0,0,0,0.5290262894148484,7.0,0.706415965693551,220,41,1411,766,22.0,1759.2
1,47,3,1,2,1,3,1,1,0,0,0.36157582298974644,7.0,0.6684809500247403,230,65,661,139,23.0,1542.0
0,14,0,0,3,4,6,0,0,0,0,0.4008172076169917,6.8,0.6128154379020286,226,40,-394,-1635,22.6,1592.9
0,49,0,1,4,4,4,0,0,0,0,0.3327422712204148,6.6,0.5282863269008741,178,48,-557,-832,17.8,1504.6
1,20,3,0,6,3,5,0,0,0,0,0.463110014648061,7.4,0.8047996041563582,243,64,1204,2004,24.3,1673.7
0,41,2,1,6,7,8,0,0,0,0,0.3874797625472207,6.6,0.504040903842982,204,49,-1966,-3189,20.4,1575.6
1,59,2,0,3,6,6,1,1,0,0,0.36327191427029526,6.8,0.6119082962229919,238,51,-1090,-1499,23.8,1544.2
0,16,2,1,9,8,12,1,0,1,0,0.4563256495258655,6.2,0.45505525317499596,166,36,-1152,-2193,16.6,1664.9
0,27,0,0,6,10,4,1,0,1,0,0.4194742117030298,7.0,0.6435757875639122,202,54,-1682,-71,20.2,1617.1
1,15,5,1,9,4,12,1,1,0,0,0.49803407601572747,6.6,0.6337621639452417,210,41,1847,1084,21.0,1719.0
0,91,4,1,7,6,12,0,0,0,0,0.500501117878344,7.0,0.6646049810324922,227,48,808,-236,22.7,1722.2
1,16,1,0,6,9,3,1,1,0,0,0.3834708195204687,6.6,0.578591456374732,199,52,-1332,-2004,19.9,1570.4
0,16,2,0,9,18,9,0,0,0,0,0.43180942101611286,6.4,0.3948540326571005,162,31,-3966,-2999,16.2,1633.1
0,33,1,0,10,7,11,1,0,1,1,0.6519158121964382,7.2,0.6825828797624939,183,51,1377,795,18.3,1918.6
1,16,0,1,7,3,10,1,1,0,0,0.5254799167373371,6.8,0.5864258617845951,228,47,1493,1167,22.8,1754.6
0,18,4,0,4,7,5,0,0,0,0,0.3444607200678437,6.8,0.5837869041728517,219,38,-2876,-2715,21.9,1519.8
0,42,3,0,8,7,13,1,1,0,0,0.5534654228663943,6.4,0.52894606630381,165,39,1340,-207,16.5,1790.9
0,18,3,0,4,7,2,0,0,0,0,0.3327422712204148,6.6,0.5807356094342734,208,48,-1208,-614,20.8,1504.6
1,19,5,0,6,6,9,0,0,0,0,0.46334129982268146,7.0,0.7536698004288306,238,54,218,1085,23.8,1674.0
1,14,3,1,13,1,10,1,1,0,1,0.7374142317477449,7.2,0.7779152234867227,258,56,6907,4512,25.8,2029.5
1,13,1,0,4,5,7,0,0,0,0,0.4002004471513375,7.0,0.6673264060696024,217,48,-594,-353,21.7,1592.1
0,15,0,0,10,9,13,2,1,1,0,0.49456479839642287,7.0,0.6437407224146462,192,45,-1464,-454,19.2,1714.5
1,15,2,0,5,4,7,0,0,0,0,0.4013568730244391,7.0,0.6541316180108857,205,43,554,-702,20.5,1593.6
1,17,1,1,7,2,5,1,0,1,0,0.4563256495258655,7.4,0.7606795315850238,226,47,1256,-295,22.6,1664.9
1,40,2,1,10,2,14,1,1,0,0,0.5310307609282244,7.0,0.6975094837539172,203,36,4373,4286,20.3,1761.8
1,24,2,1,6,5,6,0,0,0,0,0.3963456942409992,6.6,0.577931716971796,195,45,-245,-278,19.5,1587.1
0,15,1,1,8,8,7,1,0,1,1,0.5355022743042172,7.0,0.6641101764802902,206,32,393,-215,20.6,1767.6
1,16,4,1,7,2,6,0,0,0,0,0.5159972245779046,7.4,0.8143658254989278,248,55,2822,2207,24.8,1742.3
0,12,2,0,1,10,0,0,0,0,0,0.2066147559941408,6.4,0.491588322612568,210,52,-5025,-2610,21.0,1341.0
1,19,2,0,7,8,8,0,0,0,0,0.4827692544907872,7.0,0.6834075540161636,219,44,-371,-172,21.9,1699.2
1,16,4,1,8,4,10,2,1,1,1,0.6127515226273995,7.0,0.6960250700973115,231,56,3999,2223,23.1,1867.8
0,22,1,0,5,12,12,0,0,0,0,0.4232518695551616,7.0,0.6439056572653802,222,66,-4157,-1724,22.2,1622.0
0,31,0,0,5,12,2,0,0,0,0,0.32379924446842956,6.0,0.4531585023915553,169,56,-5298,-4670,16.9,1493.0
0,12,2,0,7,8,7,0,0,0,0,0.4297278544445301,6.8,0.6372257958106547,201,51,-28,-63,20.1,1630.4
1,51,4,0,7,5,14,1,1,0,0,0.489168144321949,7.0,0.664769915883226,230,52,462,579,23.0,1707.5
0,16,4,0,5,3,5,0,0,0,0,0.367666332588081,7.0,0.6117433613722579,225,47,-81,-1,22.5,1549.9
1,14,3,1,6,4,9,2,1,1,0,0.4812273533266517,7.4,0.7817087250536038,218,55,752,344,21.8,1697.2
0,14,2,0,6,10,5,0,0,0,0,0.34893223344383617,6.6,0.524987629886195,189,28,-1555,-357,18.9,1525.6
1,15,2,0,6,3,9,0,0,0,0,0.450080949811117,7.2,0.7048490846115784,197,52,1188,2039,19.7,1656.8
1,14,1,1,7,3,10,1,0,1,0,0.508519003931848,7.2,0.6895101434933201,224,56,1639,-213,22.4,1732.6
1,16,5,0,6,4,7,0,0,0,0,0.4540127977796623,7.2,0.7306613887514432,226,51,1552,1488,22.6,1661.9
0,14,4,0,4,5,4,0,0,0,0,0.4290339989206692,7.2,0.6745835395018968,261,36,41,-936,26.1,1629.5
1,12,2,1,7,4,7,1,1,0,0,0.3816205381235064,6.6,0.5773544449942273,186,52,-259,-1115,18.6,1568.0
0,15,1,1,7,7,8,0,0,0,0,0.43959602189499647,6.8,0.5664687448457858,191,36,367,-1025,19.1,1643.2
1,15,3,0,10,6,9,2,1,1,2,0.6527638578367126,7.2,0.6886854692396503,219,53,2941,1850,21.9,1919.7
1,15,2,1,10,7,8,1,1,0,0,0.5965615604039781,7.2,0.7194458189015339,221,51,1142,283,22.1,1846.8
1,21,1,1,9,5,10,0,0,0,0,0.5820676894611055,7.0,0.6611413491670789,229,35,4051,1394,22.9,1828.0
1,17,5,0,5,9,7,0,0,0,0,0.4142317477449696,6.6,0.5707570509648688,193,48,-2419,-1437,19.3,1610.3
1,16,4,1,6,4,8,2,1,1,0,0.47043404517770415,7.2,0.7073231073725877,221,65,1624,1008,22.1,1683.2
0,36,1,0,3,8,5,1,1,0,0,0.33135456017269294,6.8,0.5879927428665678,232,40,-2254,-379,23.2,1502.8
1,13,2,1,9,5,6,1,0,1,0,0.48924523938015574,7.2,0.7295893122216724,194,54,834,1853,19.4,1707.6
1,20,2,1,7,4,6,0,0,0,0,0.4637267751137152,6.8,0.5925284512617516,210,35,2150,1104,21.0,1674.5
1,15,2,0,4,8,4,1,0,1,0,0.37992444684295734,6.6,0.5981362361867063,222,42,-1624,-2019,22.2,1565.8
1,8,0,1,6,5,6,1,0,1,0,0.3877881427800479,7.2,0.7109516740887348,167,72,-2072,412,16.7,1576.0
0,13,2,0,2,7,3,1,0,1,0,0.3002081566571583,6.8,0.5593765462642256,210,57,-2089,537,21.0,1462.4
1,10,4,0,2,3,1,0,0,0,0,0.37298589160434814,7.0,0.6765627577107042,245,48,542,1212,24.5,1556.8
0,17,2,0,6,7,4,1,0,1,0,0.43180942101611286,7.2,0.6450602012205179,231,49,-226,-221,23.1,1633.1
1,32,2,1,7,5,7,2,1,1,0,0.4991134068306221,7.4,0.7329704766617186,240,60,316,10,24.0,1720.4
0,16,4,1,3,6,3,0,0,0,0,0.32225734330429423,6.6,0.4426851393699488,195,36,-821,-2540,19.5,1491.0
1,37,3,1,12,5,15,1,1,0,0,0.6484465345771336,7.6,0.8699488701962724,192,60,4294,4438,19.2,1914.1
0,19,4,0,2,8,1,0,0,0,0,0.26813661244314246,7.0,0.5721589971961075,194,64,-4891,-2335,19.4,1420.8
1,21,3,0,9,4,7,1,1,0,0,0.5567034153110785,6.8,0.6542140854362527,234,44,3432,2317,23.4,1795.1
1,15,2,1,7,8,8,1,1,0,0,0.41723845501503354,6.8,0.6194952993567541,197,62,-563,-812,19.7,1614.2
1,15,4,0,4,4,5,0,0,0,0,0.43196361113252635,7.2,0.7775853537852547,237,65,60,-341,23.7,1633.3
0,19,1,1,8,2,11,0,0,0,0,0.5239380155732017,6.8,0.6371433283852878,222,63,2761,680,22.2,1752.6
1,14,4,1,7,7,7,2,1,1,0,0.5127592321332203,7.2,0.8179943922150751,221,76,1542,2179,22.1,1738.1
0,35,1,0,5,3,5,1,0,1,1,0.5492251946650221,7.4,0.8481774698993897,230,56,2323,2120,23.0,1785.4
0,15,2,1,6,5,4,1,1,0,0,0.3830082491712282,7.0,0.6077849249546429,206,59,-1143,-859,20.6,1569.8
1,19,3,0,6,7,4,0,0,0,0,0.40929766401973644,7.0,0.6468744845785913,195,49,-665,-571,19.5,1603.9
0,16,5,0,3,8,4,1,0,1,0,0.29111093978875957,6.8,0.5682830282038595,206,52,-2520,-1932,20.6,1450.6
1,141,2,0,6,6,6,0,0,0,0,0.47027985506129066,7.0,0.7295068447963055,226,51,708,1208,22.6,1683.0
1,19,2,0,2,1,3,1,1,0,0,0.3221802482460875,7.0,0.6542140854362527,245,52,410,720,24.5,1490.9
1,14,3,0,0,5,0,0,0,0,0,0.17030298357875262,6.4,0.4832591126505029,201,32,-4578,-3673,20.1,1293.9
0,15,1,0,8,6,3,0,0,0,0,0.45856140621386177,7.0,0.7238165924459837,216,64,1079,1586,21.6,1667.8
0,11,1,0,5,14,3,0,0,0,0,0.35402050728548307,6.4,0.470806531420089,210,56,-4024,-2373,21.0,1532.2
0,38,4,1,5,7,4,0,0,0,0,0.44961837946187655,7.2,0.7160646544614876,210,64,44,170,21.0,1656.2
1,14,3,1,6,8,5,1,0,1,0,0.4335055122966619,7.0,0.6819231403595579,214,56,-560,-46,21.4,1635.3
0,8,2,0,7,11,6,1,0,1,0,0.4832318248400277,6.6,0.5924459838363846,207,55,-1343,-591,20.7,1699.8
0,19,2,0,5,5,7,1,1,0,0,0.3331277465114487,6.6,0.5479960415635824,188,35,60,323,18.8,1505.1
0,48,3,0,3,6,6,0,0,0,0,0.32811656772800857,6.8,0.5874979383143658,208,46,-1501,-1478,20.8,1498.6
0,40,4,1,7,5,9,0,0,0,0,0.48361730013106163,6.6,0.6522348672274451,214,40,1331,1287,21.4,1700.3
0,16,3,0,4,12,5,1,1,0,0,0.35849202066147556,6.6,0.48540326571004455,226,43,-4864,-2818,22.6,1538.0
1,16,1,1,9,3,8,2,1,1,0,0.6066610130290649,7.2,0.8772060036285666,216,76,3821,4288,21.6,1859.9
1,14,1,0,6,7,6,0,0,0,0,0.4013568730244391,6.8,0.6314530760349663,192,46,-1477,-1018,19.2,1593.6
1,15,2,1,3,2,2,0,0,0,0,0.3496260889676971,6.8,0.6400296882731321,224,52,446,263,22.4,1526.5
1,16,1,1,10,3,12,1,1,0,0,0.5741268984658084,7.0,0.7312386607290119,219,50,3504,995,21.9,1817.7
0,15,6,0,7,5,12,1,0,1,0,0.45293346696476766,6.6,0.5604486227939963,220,39,2046,584,22.0,1660.5
0,17,2,1,4,3,3,0,0,0,0,0.309305373525557,6.8,0.6116608939468909,203,40,-541,-1094,20.3,1474.2
0,13,0,0,3,8,1,0,0,0,0,0.2860226659471129,7.0,0.5918687118588158,194,60,-3132,-1630,19.4,1444.0
0,13,4,0,2,13,3,0,0,0,0,0.15943258037159824,5.4,0.16600692726373079,187,4,-8472,-8242,18.7,1279.8
0,14,4,0,5,6,6,0,0,0,0,0.3830082491712282,6.6,0.6238660729012039,201,63,-687,-372,20.1,1569.8
1,80,3,1,7,2,7,1,1,0,0,0.5083648138154345,7.2,0.7629061520699324,216,48,3129,2922,21.6,1732.4
0,11,2,0,2,4,5,1,0,1,0,0.29936011101688387,6.8,0.5713343229424378,233,47,-2539,-943,23.3,1461.3
0,12,3,1,4,5,4,0,0,0,0,0.30645285637190656,6.6,0.541398647534224,196,44,-2167,-2507,19.6,1470.5
1,16,3,0,8,5,10,0,0,0,0,0.5247089661552694,7.2,0.788965858485898,247,47,910,1269,24.7,1753.6
0,13,3,0,5,5,3,1,0,1,0,0.3466193816976332,6.6,0.5937654626422563,213,55,-521,-1275,21.3,1522.6
0,13,2,1,6,5,5,0,0,0,0,0.4102228047182176,7.0,0.6327725548408379,197,41,523,-1060,19.7,1605.1
1,17,1,0,3,4,4,0,0,0,0,0.341376917739573,6.8,0.5854362526801914,236,47,-341,-1982,23.6,1515.8
0,17,2,1,8,8,13,0,0,0,0,0.4782977411147945,6.4,0.4904337786574303,193,44,247,-775,19.3,1693.4
0,20,7,1,4,8,7,1,0,1,0,0.34677357181404667,6.8,0.566138875144318,198,52,-2236,-2070,19.8,1522.8
1,15,3,1,10,4,7,0,0,0,0,0.5381235062832473,7.0,0.7141679036780472,205,56,3297,2983,20.5,1771.0
0,17,1,0,2,3,2,0,0,0,0,0.3269601418549072,7.0,0.6616361537192809,228,49,-682,-89,22.8,1497.1
0,22,2,0,10,5,10,1,0,1,0,0.5477603885590935,7.2,0.6546264225630875,205,50,1923,437,20.5,1783.5
1,16,2,0,7,3,4,2,1,1,0,0.4888597640891218,7.2,0.7627412172191984,234,64,1738,2447,23.4,1707.1
0,42,4,0,6,11,10,1,1,0,0,0.42517924601033086,7.0,0.6552861619660234,208,50,-3451,-2220,20.8,1624.5
0,15,5,1,6,2,6,0,0,0,0,0.4706653303523244,7.0,0.599538182417945,235,42,2251,-284,23.5,1683.5
0,19,1,1,6,9,8,0,0,0,0,0.4901703800786369,7.2,0.7149925779317169,226,67,-884,963,22.6,1708.8
0,12,2,0,5,4,7,1,1,0,0,0.4358183640428649,7.2,0.7513607125185552,223,56,864,898,22.3,1638.3
1,17,5,1,4,2,2,1,1,0,1,0.45077480533497793,6.8,0.6217219198416625,220,58,1830,-1232,22.0,1657.7
