Wins,WardsPlaced,WardsDestroyed,FirstBlood,Kills,Deaths,Assists,EliteMonsters,Dragons,Heralds,TowersDestroyed,TotalGold,AvgLevel,TotalExperience,TotalMinionsKilled,TotalJungleMinionsKilled,GoldDiff,ExperienceDiff,CSPerMin,GoldPerMin,team
0,33,3,0,5,5,10,1,1,0,0,0.4994217870634493,7.2,0.7386607290120403,260,60,549,429,26.0,1720.8,Blue
0,11,6,0,5,2,8,1,1,0,0,0.44453010562022965,6.8,0.6681510803232723,251,64,1506,-169,25.1,1649.6,Blue
1,26,2,1,10,5,6,0,0,0,0,0.5539279932156348,7.4,0.7748639287481444,222,62,2833,3175,22.2,1791.5,Blue
0,15,4,0,10,8,16,0,0,0,0,0.6311772415388174,7.2,0.6909120897245588,210,49,773,1125,21.0,1891.7,Blue
0,13,1,0,8,12,8,1,1,0,0,0.4436049649217485,6.4,0.5174006267524328,176,39,-2146,-3245,17.6,1648.4,Blue
0,20,5,1,13,7,10,1,1,0,0,0.6685683447691003,7.0,0.7116114134916708,213,51,2399,1719,21.3,1940.2,Blue
0,13,1,1,4,1,5,2,1,1,0,0.3961915041245857,7.2,0.7102919346857991,249,64,453,76,24.9,1586.9,Blue
1,15,0,1,6,2,5,1,0,1,0,0.5094441446303292,7.4,0.8089229754247073,256,63,2533,1568,25.6,1733.8,Blue
1,16,3,1,12,1,10,0,0,0,0,0.625934777580757,7.4,0.7572983671449777,231,43,5077,3251,23.1,1884.9,Blue
0,17,2,0,6,11,8,0,0,0,0,0.3484696630945957,6.2,0.4685799109351806,183,50,-4699,-4580,18.3,1525.0,Blue
0,23,1,0,4,7,6,0,0,0,0,0.3453858607663248,6.6,0.48754741876958596,207,40,-2161,-3222,20.7,1521.0,Blue
1,34,3,0,8,8,9,0,0,0,0,0.4596407370287564,7.0,0.6222167243938644,181,68,-795,-117,18.1,1669.2,Blue
1,19,3,1,4,4,3,0,0,0,0,0.4541669878960758,6.8,0.6768101599868052,255,50,875,-391,25.5,1662.1,Blue
0,15,2,0,3,6,4,1,1,0,0,0.3830082491712282,7.0,0.6668316015174006,226,61,-1556,-887,22.6,1569.8,Blue
0,17,4,0,2,10,3,1,0,1,0,0.29781820985274854,6.6,0.5422233217878937,199,53,-4019,-2008,19.9,1459.3,Blue
1,16,2,1,7,8,8,0,0,0,0,0.46118263819289196,6.8,0.5628401781296387,221,21,-609,-1114,22.1,1671.2,Blue
0,16,3,0,6,10,8,0,0,0,0,0.4708195204687379,7.2,0.6443179943922149,191,59,-2152,-2041,19.1,1683.7,Blue
0,17,2,0,5,5,5,1,1,0,0,0.3688227584611826,7.0,0.6967672769256142,200,56,-1509,-358,20.0,1551.4,Blue
1,53,3,1,8,8,4,0,0,0,0,0.5015804486932388,7.2,0.8113969981857166,235,64,-308,1739,23.5,1723.6,Blue
0,33,4,0,7,14,10,0,0,0,0,0.42201834862385323,7.0,0.6272472373412502,182,49,-4473,-3040,18.2,1620.4,Blue
1,11,5,1,9,6,10,0,0,0,0,0.5930151877264668,7.0,0.6668316015174006,219,49,2991,1357,21.9,1842.2,Blue
0,20,13,0,5,8,6,0,0,0,0,0.35664173926451326,6.8,0.5444499422728023,207,36,-2416,-3217,20.7,1535.6,Blue
0,146,3,1,2,4,1,0,0,0,0,0.31747744969547453,6.8,0.6077024575292759,205,65,-132,119,20.5,1484.8,Blue
1,17,1,0,4,4,3,0,0,0,0,0.38223729858916056,6.8,0.6797789873000165,237,51,91,591,23.7,1568.8,Blue
1,20,3,1,4,4,2,0,0,0,0,0.3234908642356026,7.0,0.7712353620319973,203,59,-842,2032,20.3,1492.6,Blue
0,39,1,0,7,14,5,0,0,0,0,0.42093901780895837,6.6,0.5276265874979383,207,34,-2302,-997,20.7,1619.0,Blue
1,15,4,1,6,2,8,1,1,0,0,0.43080718525942496,7.0,0.6867887184562097,226,59,2463,1390,22.6,1631.8,Blue
0,30,4,0,6,11,8,0,0,0,0,0.3581836404286486,6.6,0.5492330529440871,196,28,-4264,-3932,19.6,1537.6,Blue
0,18,3,0,1,10,1,0,0,0,0,0.30344614910184264,6.2,0.5020616856341745,233,49,-3480,-1368,23.3,1466.6,Blue
1,17,6,0,6,9,3,1,1,0,0,0.42949656926990987,7.2,0.7314860630051129,235,60,-1207,606,23.5,1630.1,Blue
0,16,8,0,4,11,9,0,0,0,0,0.3387556857605428,6.8,0.6094342734619825,213,37,-4664,-2707,21.3,1512.4,Blue
1,46,2,1,10,2,13,2,1,1,0,0.6399660781743891,7.4,0.8407554016163615,212,71,4888,3753,21.2,1903.1,Blue
1,19,10,1,11,9,9,0,0,0,0,0.6052733019813431,7.2,0.73511462972126,239,36,1433,508,23.9,1858.1,Blue
0,14,1,0,7,3,9,2,1,1,0,0.4944877033382161,7.0,0.7042718126340096,230,56,1713,1673,23.0,1714.4,Blue
0,58,2,0,9,10,10,2,1,1,0,0.5888520545833013,7.2,0.739238000989609,204,52,-328,137,20.4,1836.8,Blue
1,21,4,0,6,2,6,1,1,0,0,0.4713591858761853,7.0,0.7180438726702952,243,45,2726,1990,24.3,1684.4,Blue
0,16,4,0,8,10,13,0,0,0,0,0.460797162901858,6.6,0.5371928088405079,204,43,-648,-1422,20.4,1670.7,Blue
1,17,1,0,10,9,9,2,1,1,0,0.5503045254799167,7.0,0.6399472208477651,177,56,-286,-916,17.7,1786.8,Blue
1,38,3,1,13,2,9,0,0,0,0,0.7179862770796391,7.8,0.9650338116444005,264,64,5300,4813,26.4,2004.3,Blue
0,11,0,1,3,11,3,0,0,0,0,0.3177858299283015,6.6,0.5070097311561933,194,66,-4835,-3655,19.4,1485.2,Blue
0,15,7,1,7,8,8,0,0,0,0,0.4295736643281166,6.2,0.4400461817582054,183,37,-592,-2438,18.3,1630.2,Blue
1,57,4,1,17,5,25,0,0,0,2,0.9736334900932851,7.4,0.8452911100115453,237,56,7776,6703,23.7,2335.9,Blue
1,21,4,0,8,6,12,1,1,0,0,0.5876185336519929,7.2,0.7302490516246082,242,42,1909,1099,24.2,1835.2,Blue
1,42,6,1,3,6,1,1,0,1,1,0.47359494256418155,6.8,0.6237836054758371,240,53,1942,450,24.0,1687.3,Blue
0,23,7,0,7,6,6,0,0,0,0,0.4794541669878961,7.0,0.6879432624113474,236,61,16,560,23.6,1694.9,Blue
1,43,3,0,5,8,3,0,0,0,0,0.432811656772801,7.4,0.7511957776678212,230,64,-860,949,23.0,1634.4,Blue
0,16,3,0,5,6,6,0,0,0,0,0.34985737414231755,6.6,0.5751278245093189,211,49,-2308,-1946,21.1,1526.8,Blue
1,15,5,0,8,7,8,1,0,1,0,0.44198596869940643,6.4,0.5315850239155534,186,40,-460,-1189,18.6,1646.3,Blue
1,18,1,0,7,4,6,0,0,0,0,0.487163672808573,6.8,0.598631040738908,221,36,799,440,22.1,1704.9,Blue
1,15,18,1,4,2,3,1,1,0,0,0.391719990748593,7.2,0.7071581725218538,242,52,886,355,24.2,1581.1,Blue
0,16,1,0,1,9,1,0,0,0,0,0.26050420168067234,6.4,0.5158337456704601,205,52,-3300,-3318,20.5,1410.9,Blue
0,15,0,0,2,8,2,0,0,0,0,0.12042248091897312,5.8,0.29275936005277925,152,36,-9341,-6317,15.2,1229.2,Blue
1,89,4,1,10,3,16,1,1,0,0,0.5980263665099067,7.2,0.6667491340920336,211,49,3851,1574,21.1,1848.7,Blue
0,18,1,0,8,5,7,1,1,0,0,0.47259270680749366,7.2,0.7104568695365331,198,71,-147,21,19.8,1686.0,Blue
1,16,1,1,7,5,14,1,0,1,0,0.5449078714054428,7.0,0.7380009896091043,222,64,1698,1171,22.2,1779.8,Blue
0,18,3,0,6,6,4,0,0,0,0,0.39002389946804417,6.6,0.594920006597394,230,35,-966,-901,23.0,1578.9,Blue
0,16,0,0,13,7,19,1,1,0,0,0.6845270218179015,7.0,0.6146297212601023,207,32,3454,175,20.7,1960.9,Blue
0,16,1,0,5,6,6,1,0,1,0,0.3178629249865085,6.4,0.5007422068283028,174,48,-2673,-1867,17.4,1485.3,Blue
0,14,2,0,3,4,2,0,0,0,0,0.35764397502120115,7.0,0.6339270987959756,221,57,-482,-349,22.1,1536.9,Blue
1,20,6,1,6,8,7,0,0,0,0,0.48747205304139996,7.0,0.681510803232723,219,46,-298,0,21.9,1705.3,Blue
1,21,0,1,11,9,10,1,1,0,0,0.5070541978259194,6.6,0.5301830776843147,161,42,-224,-765,16.1,1730.7,Blue
0,15,1,1,3,9,3,0,0,0,0,0.320021586616298,6.4,0.45398317664522503,195,64,-1683,-377,19.5,1488.1,Blue
1,15,5,0,9,4,7,0,0,0,0,0.5549302289723229,7.4,0.851146297212601,250,60,2514,2924,25.0,1792.8,Blue
0,15,4,0,3,3,2,1,1,0,0,0.31963611132526404,7.0,0.6211446478640937,221,51,81,450,22.1,1487.6,Blue
1,16,2,0,3,2,3,1,1,0,0,0.35664173926451326,7.0,0.7165594590136896,212,64,420,521,21.2,1535.6,Blue
1,15,1,0,7,7,7,1,0,1,0,0.4156965538508982,6.8,0.6702952333828137,168,57,-1167,259,16.8,1612.2,Blue
1,44,1,0,4,4,4,1,0,1,0,0.3620383933389869,7.0,0.6500907141679036,211,54,-99,151,21.1,1542.6,Blue
1,16,3,1,7,7,5,0,0,0,0,0.4408295428263048,7.2,0.7421243608774534,216,52,387,1781,21.6,1644.8,Blue
0,16,2,0,2,5,1,0,0,0,0,0.26613214092976645,6.8,0.5488207158172521,220,52,-1700,-1053,22.0,1418.2,Blue
1,12,1,0,4,7,4,1,0,1,0,0.3978875954051345,7.2,0.7361042388256639,200,59,-820,-298,20.0,1589.1,Blue
1,16,1,0,5,13,5,1,0,1,0,0.39534345848431107,6.4,0.4966188355599538,219,29,-3945,-1758,21.9,1585.8,Blue
0,12,3,0,4,8,5,1,0,1,0,0.32526405057435814,6.4,0.5541810984661059,180,44,-3238,-1130,18.0,1494.9,Blue
0,13,1,1,2,6,3,1,1,0,0,0.28116567728008646,7.0,0.5737258782780802,210,48,-2511,-2347,21.0,1437.7,Blue
0,16,2,1,5,3,6,1,1,0,0,0.4021278236065068,7.0,0.7000659739402936,223,51,1433,1278,22.3,1594.6,Blue
0,14,3,1,2,6,3,0,0,0,0,0.3742194125356565,6.8,0.6466270823024906,234,53,-1037,-1057,23.4,1558.4,Blue
1,11,7,0,4,3,3,1,1,0,0,0.3908719451083186,7.0,0.6777173016658419,244,58,1344,1628,24.4,1580.0,Blue
0,13,0,0,6,6,7,2,1,1,0,0.4224809189730939,7.2,0.7027873989774039,231,49,-245,330,23.1,1621.0,Blue
1,20,6,1,13,4,7,1,1,0,1,0.7599259887441215,7.4,0.792924294903513,229,48,5920,2703,22.9,2058.7,Blue
1,16,2,1,3,5,3,1,1,0,0,0.38586076632487865,7.0,0.6789543130463466,233,52,539,774,23.3,1573.5,Blue
0,15,2,1,8,7,7,0,0,0,0,0.5125279469586,7.2,0.6949529935675408,242,39,708,302,24.2,1737.8,Blue
0,15,0,0,10,5,14,0,0,0,0,0.5599414077557628,6.6,0.5555005772719775,222,36,2876,2805,22.2,1799.3,Blue
1,20,0,1,5,7,9,0,0,0,0,0.41184180094055967,6.8,0.5646544614877124,236,32,-184,408,23.6,1607.2,Blue
0,20,4,0,3,5,4,1,1,0,0,0.37213784596407373,7.0,0.6829952168893286,251,56,-101,-380,25.1,1555.7,Blue
0,17,4,0,3,13,3,0,0,0,0,0.28810423251869566,6.6,0.5140194623123865,209,44,-5563,-4698,20.9,1446.7,Blue
1,19,4,1,8,9,12,1,1,0,0,0.4136920823375222,6.4,0.4790532739567871,197,48,-447,-2127,19.7,1609.6,Blue
1,16,1,1,7,4,8,1,1,0,0,0.4333513221802482,6.8,0.5743856176810159,171,55,1487,1143,17.1,1635.1,Blue
1,22,0,0,6,4,5,1,1,0,0,0.447768098064914,7.0,0.7122711528946065,227,44,1126,878,22.7,1653.8,Blue
1,18,3,0,5,2,3,0,0,0,0,0.43227199136535355,7.2,0.7647204354280058,259,48,1795,1933,25.9,1633.7,Blue
1,44,1,1,10,2,13,1,1,0,0,0.5233983501657543,6.8,0.6312881411842323,209,37,4216,2141,20.9,1751.9,Blue
0,11,1,1,2,3,5,1,1,0,0,0.2756148330891991,6.8,0.5958271482764307,214,47,-1517,-972,21.4,1430.5,Blue
0,16,5,0,12,5,9,0,0,0,0,0.5819905944028988,7.4,0.7266204849084611,174,54,1236,149,17.4,1827.9,Blue
1,21,2,1,8,6,9,2,1,1,0,0.5456788219875107,7.0,0.6966023420748805,246,44,2489,1473,24.6,1780.8,Blue
0,16,3,1,6,6,5,1,0,1,0,0.5111402359108782,7.4,0.7465776018472702,250,48,1259,1281,25.0,1736.0,Blue
1,36,1,1,11,6,10,1,0,1,0,0.625934777580757,7.2,0.7412172191984167,220,65,3281,1747,22.0,1884.9,Blue
0,16,3,0,4,4,6,0,0,0,0,0.37861383085344225,7.2,0.6398647534223981,244,40,-1136,-1235,24.4,1564.1,Blue
0,18,1,0,2,6,2,0,0,0,0,0.20646056587772732,6.6,0.45134421903348165,185,43,-5838,-4101,18.5,1340.8,Blue
1,14,0,1,13,10,15,0,0,0,0,0.6657929226736566,7.0,0.7034471383803397,229,56,1973,1461,22.9,1936.6,Blue
0,16,3,1,7,6,8,1,1,0,0,0.45609436435124506,6.6,0.5042883061190829,204,44,592,-875,20.4,1664.6,Blue
0,13,1,1,3,9,4,1,1,0,0,0.32988975406676435,6.8,0.5747154873824839,207,56,-2492,-1526,20.7,1500.9,Blue
0,17,3,1,5,9,5,1,1,0,0,0.4002004471513375,6.8,0.5983011710374401,210,68,-1490,-1624,21.0,1592.1,Blue
1,15,3,1,8,6,12,1,1,0,0,0.5614062138616914,6.6,0.5484083786904174,210,53,2957,2549,21.0,1801.2,Blue
0,13,1,0,5,12,5,1,1,0,0,0.3464651915812197,6.6,0.5216064654461486,203,45,-4927,-5216,20.3,1522.4,Blue
0,16,4,0,6,15,7,0,0,0,0,0.3665099067149796,6.6,0.5211941283193139,165,46,-4879,-3465,16.5,1548.4,Blue
1,12,2,1,3,3,2,2,1,1,0,0.3715981805566263,7.2,0.6867062510308427,249,56,-424,-1075,24.9,1555.0,Blue
0,18,2,1,6,4,5,0,0,0,0,0.3981959756379617,6.8,0.6273297047666172,225,48,-1018,-1531,22.5,1589.5,Blue
1,57,2,1,8,5,7,1,0,1,0,0.46611672191812514,7.0,0.6609764143163449,207,64,907,-86,20.7,1677.6,Blue
0,8,1,0,1,5,2,0,0,0,0,0.209235987973171,6.4,0.5315850239155534,197,52,-3445,-2015,19.7,1344.4,Blue
1,37,1,0,11,9,11,0,0,0,0,0.558245316475214,7.2,0.6740062675243278,162,71,152,-486,16.2,1797.1,Blue
0,14,1,0,1,7,3,0,0,0,0,0.17184488474288795,6.4,0.4356754082137556,172,43,-4456,-2336,17.2,1295.9,Blue
1,15,5,1,9,9,7,0,0,0,0,0.5007324030529644,7.0,0.619742701632855,217,38,69,-232,21.7,1722.5,Blue
0,15,2,1,9,6,8,0,0,0,0,0.5487626243157814,7.4,0.8075210291934686,212,67,868,1728,21.2,1784.8,Blue
0,13,0,0,2,4,1,1,0,1,0,0.36373448461953595,7.0,0.6543790202869867,215,63,209,1023,21.5,1544.8,Blue
0,18,3,1,5,6,7,1,1,0,0,0.36196129828078016,7.0,0.6137225795810654,208,51,-1611,-1931,20.8,1542.5,Blue
1,18,3,1,5,3,10,1,1,0,0,0.3844730552771568,7.0,0.6367309912584528,211,59,385,-71,21.1,1571.7,Blue
0,11,0,0,5,8,1,0,0,0,0,0.29750982961992134,6.0,0.43501566881081966,195,48,-3750,-4961,19.5,1458.9,Blue
1,20,12,1,4,5,5,0,0,0,0,0.36489091049263733,7.2,0.6828302820385946,215,60,25,327,21.5,1546.3,Blue
0,16,4,0,7,8,7,1,1,0,0,0.4077557628556009,6.6,0.5417285172356919,174,50,-388,-619,17.4,1601.9,Blue
1,14,4,1,8,4,7,0,0,0,1,0.5322642818595328,6.8,0.5964044202539996,219,45,1930,425,21.9,1763.4,Blue
0,51,3,1,8,8,12,0,0,0,0,0.4076015727391874,6.2,0.4368299521688933,157,40,517,-593,15.7,1601.7,Blue
1,18,4,1,6,7,10,2,1,1,0,0.5033536350319944,7.0,0.7402276100940127,236,67,-214,1004,23.6,1725.9,Blue
1,12,5,0,5,2,3,1,1,0,0,0.42371443990440205,7.0,0.727280224311397,250,56,2229,2851,25.0,1622.6,Blue
0,15,2,1,10,4,11,2,1,1,0,0.5462955824531647,6.8,0.7080653142008907,202,58,1953,1494,20.2,1781.6,Blue
0,15,2,0,4,6,3,0,0,0,0,0.37021046950890446,6.8,0.6538017483094177,210,64,-781,-1296,21.0,1553.2,Blue
1,20,4,0,7,7,9,0,0,0,0,0.4792228818132759,6.8,0.6492660399142339,217,55,380,1750,21.7,1694.6,Blue
0,43,3,0,5,6,4,0,0,0,0,0.4077557628556009,6.8,0.6953653306943758,222,48,-758,733,22.2,1601.9,Blue
1,14,3,0,8,4,8,0,0,0,0,0.5557011795543906,7.2,0.6712023750618504,232,48,3072,1589,23.2,1793.8,Blue
1,18,1,0,9,6,10,1,0,1,0,0.5228586847583071,7.0,0.6632030348012535,186,51,2549,1269,18.6,1751.2,Blue
1,35,4,1,8,5,7,2,1,1,0,0.46118263819289196,6.8,0.59475507174666,208,41,2427,2303,20.8,1671.2,Blue
0,15,5,0,5,6,7,1,0,1,0,0.39958368668568356,6.8,0.6180108857001484,202,41,-844,-689,20.2,1591.3,Blue
0,9,3,1,6,9,6,1,1,0,0,0.49171228124277244,6.8,0.6415141019297378,211,59,-1394,-2258,21.1,1710.8,Blue
1,10,0,1,16,9,11,2,1,1,3,0.9728625395112173,7.6,0.91670790037935,223,52,7128,6117,22.3,2334.9,Blue
0,38,0,1,5,5,3,2,1,1,0,0.3714439904402128,7.4,0.7192808840507999,229,56,-826,38,22.9,1554.8,Blue
0,18,1,0,5,2,5,1,1,0,0,0.402436203839334,7.0,0.7038594755071746,247,44,1233,251,24.7,1595.0,Blue
1,59,1,1,5,2,3,1,0,1,0,0.40737028756456717,7.0,0.7315685304304799,225,58,476,467,22.5,1601.4,Blue
0,13,1,0,9,15,8,1,1,0,0,0.5156888443450774,7.0,0.595249876298862,178,46,-2587,-1470,17.8,1741.9,Blue
0,15,0,1,11,5,13,0,0,0,1,0.713052193354406,7.2,0.6928913079333662,207,39,3763,874,20.7,1997.9,Blue
0,15,6,0,3,8,2,1,1,0,0,0.26150643743736024,6.6,0.4626422563087581,188,40,-2968,-2159,18.8,1412.2,Blue
1,18,2,1,10,11,13,0,0,0,0,0.517847505974867,6.4,0.5024740227610093,173,38,-384,-1658,17.3,1744.7,Blue
0,14,3,0,7,8,9,0,0,0,0,0.4156965538508982,6.8,0.6399472208477651,196,39,-1673,-327,19.6,1612.2,Blue
0,28,1,1,12,11,12,0,0,0,0,0.5863850127206846,7.0,0.6208147781626258,179,55,-466,-26,17.9,1833.6,Blue
0,14,0,0,0,12,0,0,0,0,0,0.09806491403901008,6.0,0.3185716641926438,151,44,-8461,-7340,15.1,1200.2,Blue
0,15,6,1,3,5,5,0,0,0,0,0.2812427723382932,6.4,0.5056902523503216,209,39,-3682,-3599,20.9,1437.8,Blue
0,18,2,1,8,4,18,0,0,0,0,0.5366587001773188,7.0,0.6968497443509812,222,60,3544,2399,22.2,1769.1,Blue
1,15,2,1,15,11,13,0,0,0,0,0.6685683447691003,7.2,0.7107867392380008,195,39,2008,2566,19.5,1940.2,Blue
1,23,2,1,3,1,3,0,0,0,0,0.44237144399044015,6.8,0.6989938974105229,249,54,3100,1653,24.9,1646.8,Blue
0,16,2,0,2,11,5,0,0,0,0,0.28956903862462424,6.4,0.47814613227775016,207,51,-3576,-3516,20.7,1448.6,Blue
1,16,2,0,9,8,9,0,0,0,0,0.5336519929072546,7.4,0.723321787893782,225,50,775,1702,22.5,1765.2,Blue
1,18,6,1,7,3,12,1,1,0,0,0.3672808572970473,6.6,0.4639617351146298,165,38,1515,857,16.5,1549.4,Blue
0,16,2,1,6,8,11,0,0,0,0,0.4271066224654999,6.8,0.6237011380504701,200,54,-82,117,20.0,1627.0,Blue
0,14,4,1,5,6,3,0,0,0,0,0.3985043558707887,6.8,0.6287316509978559,232,47,-903,-1584,23.2,1589.9,Blue
0,39,1,0,3,12,3,0,0,0,0,0.27345617145940937,7.0,0.6145472538347353,201,53,-5802,-3559,20.1,1427.7,Blue
1,18,4,0,5,6,4,0,0,0,1,0.5103692853288105,7.2,0.722332178789378,202,72,1492,1607,20.2,1735.0,Blue
1,12,5,1,8,9,15,0,0,0,0,0.5847660164983425,7.0,0.6956952003958435,209,51,246,1266,20.9,1831.5,Blue
1,36,3,1,9,2,13,0,0,0,0,0.6815203145478376,7.8,0.9158007587003133,259,74,4826,4472,25.9,1957.0,Blue
1,16,3,1,6,5,5,0,0,0,1,0.4470742425410531,6.8,0.5402441035790863,198,52,1085,775,19.8,1652.9,Blue
1,14,2,1,11,5,18,1,1,0,0,0.5854598720222034,7.0,0.652977074055748,205,47,2158,640,20.5,1832.4,Blue
1,15,1,1,8,3,6,0,0,0,0,0.5036620152648216,7.2,0.809417779976909,234,65,3181,3298,23.4,1726.3,Blue
1,15,2,1,4,0,3,1,1,0,0,0.3509367049572122,6.8,0.6391225465940954,211,45,1629,677,21.1,1528.2,Blue
0,20,5,0,5,4,4,0,0,0,0,0.40320715442140165,7.2,0.6910770245752927,232,64,782,1903,23.2,1596.0,Blue
0,9,8,1,5,5,5,1,1,0,0,0.33713668953820053,6.6,0.582549892792347,198,39,-1328,-317,19.8,1510.3,Blue
1,14,1,0,7,3,6,0,0,0,0,0.4109166602420785,7.0,0.6872010555830447,228,44,794,577,22.8,1606.0,Blue
0,17,0,0,7,9,6,0,0,0,0,0.36489091049263733,6.8,0.6328550222662047,162,44,-2809,-1673,16.2,1546.3,Blue
0,21,6,0,6,10,7,0,0,0,1,0.5007324030529644,6.6,0.5338941118258288,210,44,-833,-1786,21.0,1722.5,Blue
0,16,3,0,3,9,2,0,0,0,0,0.31847968545216243,6.8,0.5686128979053274,225,38,-3337,-1701,22.5,1486.1,Blue
1,46,6,0,4,1,10,1,1,0,0,0.4036697247706421,7.2,0.7304139864753422,229,59,1532,1453,22.9,1596.6,Blue
0,16,1,1,4,6,2,0,0,0,0,0.34245624855446766,7.0,0.6744186046511628,205,55,-1066,10,20.5,1517.2,Blue
1,15,2,0,4,7,4,0,0,0,0,0.4026674890139542,6.8,0.648358898235197,260,44,-477,-513,26.0,1595.3,Blue
1,17,4,0,9,5,7,0,0,0,0,0.5573201757767327,7.6,0.8573313541151245,239,56,1696,2266,23.9,1795.9,Blue
1,17,3,1,7,2,11,2,1,1,0,0.4969547452008326,7.0,0.6990763648358899,200,62,2889,1215,20.0,1717.6,Blue
1,15,7,1,8,4,7,1,0,1,0,0.5086731940482615,7.0,0.723156853043048,234,56,2156,3157,23.4,1732.8,Blue
0,16,2,0,2,6,3,0,0,0,0,0.34029758692467815,7.2,0.6512452581230413,236,52,-1281,-602,23.6,1514.4,Blue
0,17,1,0,6,6,4,1,0,1,0,0.4473826227738803,7.0,0.6670790037935016,217,61,85,765,21.7,1653.3,Blue
0,19,6,1,11,8,9,0,0,0,0,0.5971012258114256,7.4,0.7944911759854857,196,47,1761,1895,19.6,1847.5,Blue
0,16,2,0,3,7,2,1,1,0,0,0.3486238532110092,7.0,0.6536368134586837,224,56,-1293,-380,22.4,1525.2,Blue
1,35,4,0,4,9,1,0,0,0,0,0.29997687148253804,7.0,0.6402770905492331,179,62,-3644,-1277,17.9,1462.1,Blue
0,14,2,0,6,8,7,0,0,0,0,0.4026674890139542,6.6,0.5998680521194127,221,29,-1095,-249,22.1,1595.3,Blue
1,14,4,1,5,2,5,2,1,1,0,0.4546295582453165,6.8,0.7074055747979547,223,50,2359,1681,22.3,1662.7,Blue
1,16,3,1,8,8,4,0,0,0,0,0.5018888289260658,7.0,0.7213425696849743,248,48,699,944,24.8,1724.0,Blue
0,21,6,0,5,2,4,0,0,0,0,0.3905635648754916,7.0,0.6641926439056572,221,58,453,1426,22.1,1579.6,Blue
1,16,0,1,8,2,10,0,0,0,0,0.5859224423714441,7.4,0.7553191489361702,232,52,1769,319,23.2,1833.0,Blue
0,11,0,1,6,7,8,1,1,0,0,0.38192891835633336,6.6,0.5872505360382648,202,39,-3240,-2396,20.2,1568.4,Blue
1,20,1,1,7,4,3,1,1,0,0,0.4926374219412536,6.8,0.6763978228599702,233,59,1936,1098,23.3,1712.0,Blue
1,18,4,1,4,5,2,1,1,0,0,0.3493177087348701,6.6,0.5739732805541812,233,46,-393,-1504,23.3,1526.1,Blue
0,16,4,0,11,8,17,1,0,1,0,0.564567111248169,6.6,0.598631040738908,189,47,620,339,18.9,1805.3,Blue
0,19,4,1,3,6,3,1,0,1,0,0.361344537815126,6.8,0.5683654956292264,224,56,-691,-666,22.4,1541.7,Blue
1,14,3,1,8,5,5,1,1,0,0,0.4466116721918124,7.2,0.7108692066633678,193,56,1357,614,19.3,1652.3,Blue
0,14,0,1,8,8,6,1,1,0,0,0.46866085883894837,7.0,0.6904172851723568,210,44,-12,-151,21.0,1680.9,Blue
0,15,5,1,5,8,6,0,0,0,0,0.3775345000385476,6.8,0.6068777832756062,199,56,-2690,-3245,19.9,1562.7,Blue
0,38,4,0,0,3,0,1,0,1,0,0.2361421632873334,6.8,0.5710044532409698,223,58,-2240,-1623,22.3,1379.3,Blue
1,16,2,1,3,8,4,0,0,0,0,0.2891835633335903,6.4,0.4675903018307769,214,40,-2765,-2274,21.4,1448.1,Blue
0,13,5,1,8,4,11,1,1,0,0,0.4338138925294889,6.6,0.6139699818571663,196,48,-82,280,19.6,1635.7,Blue
1,46,3,0,10,6,11,0,0,0,0,0.6053503970395498,7.4,0.7793996371433284,222,51,2230,2112,22.2,1858.2,Blue
0,15,1,0,1,3,1,0,0,0,0,0.24770642201834858,6.8,0.6036615536862938,235,37,-1661,-1064,23.5,1394.3,Blue
0,16,4,1,10,7,8,0,0,0,0,0.5920900470279856,7.2,0.8029853207982846,241,54,1720,1364,24.1,1841.0,Blue
0,24,3,0,6,7,6,0,0,0,0,0.4594094518541362,7.0,0.6820880752102919,240,50,211,880,24.0,1668.9,Blue
0,14,3,1,6,7,4,0,0,0,0,0.4109166602420785,6.4,0.5497278574962888,200,60,-27,-1847,20.0,1606.0,Blue
0,17,2,0,3,12,4,0,0,0,0,0.25479916737337127,6.2,0.3878443015009071,185,32,-5142,-3023,18.5,1403.5,Blue
1,16,3,1,9,6,10,2,1,1,0,0.5417469740189654,7.0,0.6768101599868052,218,48,1818,1761,21.8,1775.7,Blue
0,17,4,0,2,9,3,0,0,0,0,0.2726852208773417,6.6,0.5310902193633514,204,43,-5571,-3921,20.4,1426.7,Blue
0,13,0,0,6,12,6,0,0,0,0,0.40251329889754073,6.6,0.52894606630381,223,40,-1734,-3696,22.3,1595.1,Blue
0,13,3,1,8,8,4,0,0,0,0,0.45933235679592943,6.8,0.6455550057727198,216,44,704,-123,21.6,1668.8,Blue
0,17,7,0,3,5,2,2,1,1,0,0.2754606429727854,6.2,0.46915718291274955,187,58,-2657,-2095,18.7,1430.3,Blue
1,38,6,1,9,8,12,1,1,0,0,0.5139156580063219,7.0,0.6354939798779481,205,48,-377,842,20.5,1739.6,Blue
1,17,1,1,9,3,9,1,0,1,0,0.5727391874180866,7.4,0.797542470724064,245,52,3037,2677,24.5,1815.9,Blue
0,89,3,0,7,5,8,1,0,1,0,0.42702952740729316,7.2,0.6768926274121722,202,52,459,1388,20.2,1626.9,Blue
1,41,1,1,4,9,5,1,1,0,0,0.3535579369362424,6.6,0.5789213260762,198,52,-2986,-3369,19.8,1531.6,Blue
