WardsPlaced,WardsDestroyed,Kills,Deaths,Assists,EliteMonsters,Dragons,Heralds,TowersDestroyed,TotalGold,AvgLevel,TotalExperience,TotalMinionsKilled,TotalJungleMinionsKilled,GoldDiff,ExperienceDiff,CSPerMin,GoldPerMin,FirstBlood_0,FirstBlood_1,Wins
13,3,3,6,1,0,0,0,0,0.34201388888888884,7.2,0.6658759742460184,220,60,-1081,-199,22.0,1515.2,1,0,0
32,2,8,8,5,1,0,1,0,0.5332465277777778,7.2,0.7386479159606912,223,55,862,1734,22.3,1735.5,1,0,0
14,2,10,6,13,1,1,0,0,0.62421875,7.2,0.8037106065740428,218,52,2770,2347,21.8,1840.3,0,1,1
16,0,2,7,1,0,0,0,0,0.24869791666666674,6.8,0.58598780074551,204,56,-3673,-2756,20.4,1407.7,0,1,0
18,3,14,5,14,1,0,1,2,0.859201388888889,7.2,0.7657573703829211,226,44,4859,2956,22.6,2111.0,0,1,1
12,2,7,7,11,1,1,0,0,0.519704861111111,7.0,0.6592680447305997,247,51,-428,-35,24.7,1719.9,1,0,0
21,6,10,5,7,0,0,0,0,0.5934027777777777,7.6,0.8880040664181633,216,54,733,1569,21.6,1804.8,1,0,1
21,2,5,4,2,1,1,0,0,0.3051215277777777,6.6,0.532023043036259,191,52,-936,-1377,19.1,1472.7,0,1,1
17,2,4,2,4,2,1,1,0,0.4194444444444445,6.8,0.61623178583531,226,56,1179,-646,22.6,1604.4,0,1,1
15,5,2,5,4,0,0,0,0,0.35468750000000004,7.2,0.6338529312097595,247,56,-932,-542,24.7,1529.8,1,0,0
50,0,5,5,3,0,0,0,0,0.3740451388888888,6.8,0.6531684174855982,222,48,-544,-2063,22.2,1552.1,0,1,0
14,3,5,7,7,0,0,0,0,0.515798611111111,7.2,0.6612165367671975,231,41,105,-1881,23.1,1715.4,0,1,1
13,2,3,4,3,0,0,0,0,0.38949652777777777,7.0,0.7269569637411047,243,56,287,1045,24.3,1569.9,0,1,1
28,2,8,10,6,1,1,0,0,0.49348958333333326,7.0,0.7001016604540834,223,60,-1052,-340,22.3,1689.7,1,0,0
36,3,4,6,5,0,0,0,0,0.31085069444444446,6.8,0.6324127414435784,197,44,-2145,316,19.7,1479.3,1,0,0
16,8,8,4,9,1,1,0,0,0.6401909722222223,7.6,0.8154862758386988,247,68,3960,4005,24.7,1858.7,1,0,1
14,1,3,6,1,1,1,0,0,0.36250000000000004,7.0,0.6424093527617757,240,63,-1097,-711,24.0,1538.8,0,1,1
18,4,5,4,2,1,1,0,0,0.40842013888888884,7.0,0.6743476787529651,227,56,671,738,22.7,1591.7,1,0,1
23,2,9,10,13,0,0,0,0,0.5735243055555557,7.2,0.6990850559132499,225,60,236,1078,22.5,1781.9,0,1,1
12,2,6,10,8,0,0,0,0,0.3672743055555556,6.8,0.5156726533378516,170,52,-3212,-3245,17.0,1544.3,1,0,0
19,3,7,7,9,0,0,0,0,0.5605902777777778,6.8,0.6278380210098272,221,44,795,-236,22.1,1767.0,1,0,0
15,3,1,6,1,1,1,0,0,0.2704861111111112,6.8,0.574042697390715,219,48,-3544,-2083,21.9,1432.8,1,0,0
13,2,6,7,8,0,0,0,0,0.3813368055555555,6.6,0.5891223314130803,194,37,-969,42,19.4,1560.5,1,0,0
12,5,5,9,4,1,1,0,0,0.3551215277777777,6.8,0.5592172145035582,195,43,-2348,-1133,19.5,1530.3,1,0,1
13,2,10,4,10,1,1,0,0,0.6429687500000001,7.6,0.7991358861402914,238,59,3584,3248,23.8,1861.9,1,0,1
20,3,5,5,6,0,0,0,0,0.42161458333333335,6.8,0.6529989833954591,235,46,-330,475,23.5,1606.9,1,0,0
43,0,8,8,12,0,0,0,0,0.5131944444444445,7.0,0.6796001355472722,198,44,-1112,-203,19.8,1712.4,0,1,1
14,4,3,5,4,1,1,0,0,0.3724826388888889,7.0,0.6432565232124704,246,63,-279,-392,24.6,1550.3,1,0,0
16,6,3,7,4,0,0,0,0,0.36545138888888884,7.0,0.661470687902406,210,60,-1516,-426,21.0,1542.2,1,0,1
16,3,10,5,12,1,1,0,0,0.6733506944444445,7.4,0.7857505930193155,220,64,4229,4184,22.0,1896.9,0,1,1
15,2,12,5,10,0,0,0,0,0.624826388888889,7.0,0.7488986784140971,178,56,3111,2286,17.8,1841.0,0,1,1
17,0,5,8,4,0,0,0,0,0.2358506944444445,6.6,0.5397322941375805,153,46,-3686,-1471,15.3,1392.9,1,0,0
13,2,3,13,3,0,0,0,0,0.3999131944444445,6.8,0.555404947475432,213,60,-5136,-2785,21.3,1581.9,1,0,0
24,2,2,6,3,0,0,0,0,0.34982638888888884,7.0,0.6778210776008132,225,68,-1394,-1368,22.5,1524.2,1,0,0
59,1,4,0,5,1,1,0,0,0.3994791666666666,7.2,0.778041341917994,243,59,2009,2396,24.3,1581.4,0,1,1
14,4,10,11,14,0,0,0,0,0.5881076388888888,7.4,0.6904439173161642,186,46,-466,316,18.6,1798.7,1,0,1
29,4,13,5,14,1,1,0,0,0.7281250000000001,7.0,0.5892917655032194,231,24,4958,2388,23.1,1960.0,0,1,1
46,2,7,3,9,2,1,1,0,0.5309027777777777,7.2,0.7488139613690276,221,68,2825,2497,22.1,1732.8,0,1,1
16,6,7,3,5,0,0,0,0,0.5068576388888888,7.2,0.7204337512707558,262,36,1716,1601,26.2,1705.1,0,1,1
15,4,8,6,9,0,0,0,0,0.5168402777777779,7.0,0.6156387665198239,186,36,1537,926,18.6,1716.6,1,0,1
19,3,12,5,10,1,1,0,0,0.6316840277777778,7.0,0.6644357844798373,233,40,2707,2136,23.3,1848.9,0,1,1
12,4,5,12,4,0,0,0,0,0.40069444444444446,6.8,0.5548966452050154,214,48,-2857,-1406,21.4,1582.8,1,0,0
16,1,9,2,10,0,0,0,0,0.5985243055555556,7.2,0.7116231785835311,238,58,3206,2169,23.8,1810.7,0,1,0
17,0,6,1,6,1,1,0,0,0.47482638888888884,7.0,0.6975601491019993,218,59,2670,1395,21.8,1668.2,0,1,1
12,1,8,4,9,0,0,0,0,0.49140625000000004,7.4,0.7193324296848526,190,54,960,2502,19.0,1687.3,1,0,1
18,11,6,5,1,0,0,0,0,0.46319444444444446,7.2,0.6416468993561505,226,56,1579,1179,22.6,1654.8,0,1,1
14,4,2,3,2,0,0,0,0,0.2890625,7.0,0.7148424262961709,230,50,-321,260,23.0,1454.2,1,0,1
12,2,8,5,4,0,0,0,0,0.41536458333333326,7.2,0.7376313114198577,194,45,12,1161,19.4,1599.7,1,0,1
19,2,10,9,13,0,0,0,0,0.5184895833333334,6.6,0.5311758725855643,205,40,-222,-1716,20.5,1718.5,0,1,1
18,2,3,5,2,1,1,0,0,0.3167534722222223,6.8,0.5583700440528635,224,44,-968,-715,22.4,1486.1,1,0,1
18,0,9,5,5,1,1,0,0,0.5888020833333334,7.6,0.8740257539817012,224,75,3042,3641,22.4,1799.5,1,0,1
14,2,3,13,0,0,0,0,0,0.23133680555555558,6.8,0.5191460521856998,185,44,-6512,-3981,18.5,1387.7,1,0,0
18,2,5,6,4,1,1,0,0,0.40564236111111107,6.8,0.6478312436462216,234,56,-904,-164,23.4,1588.5,0,1,0
10,2,5,13,5,0,0,0,0,0.3321180555555556,6.4,0.46763808878346336,178,44,-5365,-4901,17.8,1503.8,1,0,0
16,1,5,2,1,1,0,1,0,0.45581597222222214,7.4,0.8049813622500849,261,56,1145,2100,26.1,1646.3,1,0,0
40,1,4,2,3,1,1,0,0,0.4300347222222223,7.6,0.7786343612334802,235,76,986,1508,23.5,1616.6,1,0,0
62,3,3,8,1,0,0,0,0,0.2837673611111111,6.8,0.5980176211453744,214,60,-3719,-1813,21.4,1448.1,1,0,0
19,0,5,5,2,2,1,1,0,0.40234375,7.2,0.6884107082344969,247,58,201,1702,24.7,1584.7,1,0,1
14,2,7,5,6,1,1,0,0,0.4911458333333334,7.0,0.7004405286343612,227,59,1123,1230,22.7,1687.0,1,0,1
21,5,7,3,6,1,1,0,0,0.5118055555555556,7.2,0.6751948492036598,230,55,2440,2239,23.0,1710.8,0,1,1
31,2,3,8,1,1,1,0,0,0.2881076388888888,6.6,0.5372754998305659,230,50,-4787,-4701,23.0,1453.1,1,0,0
16,3,7,10,8,0,0,0,0,0.5415798611111111,7.0,0.6818874957641478,251,51,-851,-709,25.1,1745.1,1,0,0
45,4,6,5,8,0,0,0,0,0.4574652777777779,7.0,0.6919688241274146,222,46,1315,1049,22.2,1648.2,0,1,1
16,1,8,3,12,2,1,1,1,0.6419270833333333,6.8,0.6432565232124704,220,56,3277,1680,22.0,1860.7,0,1,1
15,3,5,2,3,0,0,0,0,0.4384548611111112,7.2,0.6844290071162319,226,64,1684,772,22.6,1626.3,0,1,1
13,3,12,5,12,1,1,0,0,0.6029513888888889,7.0,0.6523212470349035,215,40,2330,1189,21.5,1815.8,0,1,1
14,2,6,10,6,0,0,0,0,0.45824652777777786,6.8,0.6739240935276177,231,45,-1510,-151,23.1,1649.1,1,0,1
15,2,4,5,2,1,1,0,0,0.3276041666666667,7.0,0.676126736699424,217,59,-2319,-135,21.7,1498.6,1,0,1
15,0,4,11,4,0,0,0,0,0.3217881944444445,6.8,0.5205015249068113,202,48,-3787,-2856,20.2,1491.9,1,0,0
40,2,9,7,8,1,1,0,0,0.5316840277777779,7.2,0.7816841748559812,202,60,398,1977,20.2,1733.7,0,1,1
74,3,3,5,3,0,0,0,0,0.30980902777777786,6.6,0.5450694679769571,207,40,-2864,-1182,20.7,1478.1,1,0,0
15,1,10,6,7,2,1,1,0,0.6741319444444445,7.4,0.8479329041003051,218,58,2993,2498,21.8,1897.8,0,1,1
10,0,9,12,7,1,1,0,0,0.5486111111111112,6.8,0.6286851914605219,208,40,-793,-1612,20.8,1753.2,0,1,1
58,5,9,6,15,0,0,0,0,0.5689236111111111,6.8,0.6030159268044731,207,52,-284,-681,20.7,1776.6,0,1,0
14,0,9,11,9,0,0,0,0,0.5411458333333334,7.0,0.6661301253812267,218,54,-1139,-1170,21.8,1744.6,0,1,0
14,2,7,2,8,1,0,1,0,0.5256944444444445,7.2,0.7544900033886818,229,60,2901,2666,22.9,1726.8,1,0,1
13,0,4,7,8,0,0,0,0,0.3652777777777778,7.0,0.6472382243307354,209,52,-1323,-457,20.9,1542.0,0,1,1
18,3,10,13,10,0,0,0,0,0.5764756944444445,7.0,0.6022534733988479,198,56,-535,-776,19.8,1785.3,0,1,0
16,1,5,4,4,1,1,0,0,0.4496527777777779,6.8,0.6478312436462216,227,56,682,323,22.7,1639.2,1,0,1
14,1,4,6,4,1,1,0,0,0.3785590277777777,6.8,0.6330057607590648,234,60,-1702,-1352,23.4,1557.3,1,0,1
16,1,8,7,10,1,1,0,0,0.5034722222222223,6.8,0.5683666553710608,225,43,389,-329,22.5,1701.2,0,1,1
14,2,1,6,1,0,0,0,0,0.25520833333333326,6.4,0.5363436123348019,232,52,-3250,-3073,23.2,1415.2,0,1,0
15,1,3,7,3,0,0,0,0,0.31814236111111116,7.0,0.6160623517451712,200,58,-2678,-3150,20.0,1487.7,0,1,0
19,4,8,2,4,0,0,0,0,0.5210069444444445,7.4,0.6917993900372755,244,49,2262,668,24.4,1721.4,1,0,0
17,4,9,6,7,0,0,0,0,0.5269965277777777,6.8,0.5553202304303627,213,40,1796,2222,21.3,1728.3,1,0,1
15,1,3,7,3,1,1,0,0,0.2875000000000001,6.4,0.4736529989833954,201,53,-3827,-3161,20.1,1452.4,1,0,0
35,2,9,1,10,2,1,1,0,0.7046875000000001,7.4,0.8563198915621825,256,59,5533,4951,25.6,1933.0,0,1,1
16,3,7,6,5,0,0,0,0,0.4888020833333333,7.2,0.7255167739749239,232,68,602,905,23.2,1684.3,1,0,0
14,3,5,6,5,2,1,1,0,0.37569444444444455,7.0,0.6596069129108778,189,51,-1525,-873,18.9,1554.0,0,1,0
14,2,0,8,0,1,1,0,0,0.19861111111111107,6.6,0.544730599796679,216,56,-5109,-3009,21.6,1350.0,1,0,0
19,2,5,8,3,1,0,1,0,0.38116319444444446,6.8,0.5962385631989157,230,48,-656,718,23.0,1560.3,0,1,0
15,3,4,8,4,0,0,0,0,0.4131944444444444,7.0,0.6581667231446967,219,52,-1886,-460,21.9,1597.2,1,0,1
37,3,7,12,8,2,1,1,1,0.5955729166666668,6.6,0.5782785496441883,188,53,-982,-1653,18.8,1807.3,1,0,0
14,2,7,8,3,0,0,0,1,0.5572048611111111,7.0,0.6604540833615723,198,68,414,47,19.8,1763.1,0,1,0
14,4,4,6,4,1,1,0,0,0.3926215277777778,7.0,0.6718908844459505,217,64,-356,-122,21.7,1573.5,0,1,1
12,2,10,8,13,0,0,0,0,0.562326388888889,6.8,0.631989156218231,183,40,516,4,18.3,1769.0,0,1,1
41,4,7,3,5,0,0,0,0,0.5174479166666668,7.4,0.7610132158590309,235,56,2212,2725,23.5,1717.3,1,0,1
14,4,9,7,11,1,1,0,0,0.5023437500000001,6.8,0.5894611995933582,197,52,923,803,19.7,1699.9,1,0,0
14,4,9,5,5,1,1,0,0,0.5634548611111112,7.0,0.7718569976279227,218,58,1798,1804,21.8,1770.3,0,1,1
23,10,10,6,11,1,1,0,0,0.6822048611111111,7.4,0.7561843442900712,210,78,3996,3131,21.0,1907.1,1,0,1
14,3,6,7,3,0,0,0,0,0.45486111111111116,6.8,0.6465604879701797,221,51,-259,527,22.1,1645.2,0,1,0
15,4,2,7,2,0,0,0,0,0.2691840277777777,6.6,0.5021179261267367,230,35,-3058,-1096,23.0,1431.3,1,0,1
16,5,4,3,5,1,1,0,0,0.45677083333333335,7.2,0.7179769569637412,251,68,937,89,25.1,1647.4,0,1,1
15,2,12,2,15,1,1,0,1,0.7022569444444444,6.8,0.629955947136564,201,40,5551,2712,20.1,1930.2,1,0,1
12,1,1,8,1,0,0,0,0,0.2616319444444444,6.6,0.5018637749915283,207,64,-4662,-2019,20.7,1422.6,1,0,0
13,1,11,3,7,2,1,1,1,0.7432291666666666,7.4,0.833785157573704,225,44,5812,5009,22.5,1977.4,0,1,1
37,3,8,5,4,1,1,0,0,0.48159722222222223,7.2,0.7226363944425619,219,58,63,779,21.9,1676.0,0,1,0
14,7,8,4,10,0,0,0,0,0.495920138888889,7.0,0.6773127753303966,229,45,1110,391,22.9,1692.5,1,0,1
14,0,4,6,5,1,1,0,0,0.3672743055555556,6.8,0.5967468654693325,209,44,-1604,-1599,20.9,1544.3,0,1,0
12,1,13,5,11,2,1,1,0,0.6578993055555555,7.4,0.8397153507285667,206,50,3673,3603,20.6,1879.1,0,1,1
40,3,9,6,5,1,1,0,0,0.6145833333333333,7.4,0.8022704168078617,230,52,2257,2894,23.0,1829.2,1,0,1
17,0,3,8,4,0,0,0,0,0.41822916666666665,6.6,0.580735343951203,239,39,-195,-428,23.9,1603.0,1,0,0
107,2,2,3,2,0,0,0,0,0.3311631944444444,7.2,0.644611995933582,221,57,-6,-205,22.1,1502.7,0,1,1
24,4,10,8,14,1,1,0,0,0.5578125,6.8,0.657488986784141,217,55,574,1413,21.7,1763.8,1,0,1
15,1,8,13,9,0,0,0,0,0.5523437499999999,6.8,0.5909861064046086,219,60,-468,-302,21.9,1757.5,0,1,1
17,3,4,5,5,1,1,0,0,0.40364583333333326,7.0,0.64969501863775,218,74,152,-713,21.8,1586.2,0,1,1
17,2,0,6,0,1,1,0,0,0.24340277777777786,6.8,0.570230430362589,242,64,-3460,-2275,24.2,1401.6,1,0,1
24,2,7,1,9,0,0,0,0,0.5285590277777779,7.0,0.6208912233141309,238,44,2556,325,23.8,1730.1,1,0,0
16,3,9,6,9,0,0,0,0,0.5553819444444446,7.0,0.6513046424940699,212,40,1558,500,21.2,1761.0,1,0,1
15,1,2,10,2,0,0,0,0,0.2513888888888889,6.4,0.44340901389359544,203,46,-4780,-2748,20.3,1410.8,1,0,0
13,4,7,3,7,1,1,0,0,0.5845486111111111,7.4,0.7520332090816674,248,48,2523,732,24.8,1794.6,0,1,1
13,2,7,7,13,0,0,0,0,0.6167534722222223,7.2,0.6999322263639444,219,70,2390,2971,21.9,1831.7,1,0,1
276,1,8,5,10,2,1,1,0,0.5497395833333334,7.0,0.6012368688580142,206,40,1578,598,20.6,1754.5,0,1,1
38,1,9,13,14,0,0,0,0,0.5346354166666667,7.2,0.6657065401558794,208,38,-2558,-2349,20.8,1737.1,1,0,0
15,4,5,5,7,0,0,0,0,0.4378472222222223,7.0,0.6481701118264996,217,64,146,-557,21.7,1625.6,1,0,1
16,2,8,9,7,0,0,0,0,0.4214409722222223,7.0,0.6400372754998306,193,47,-1564,-86,19.3,1606.7,0,1,0
35,1,4,4,2,0,0,0,0,0.3355034722222223,6.8,0.5964079972890547,204,48,-1260,-1487,20.4,1507.7,0,1,0
13,2,5,6,2,0,0,0,0,0.32630208333333344,6.6,0.5162656726533378,193,52,-1722,-1857,19.3,1497.1,1,0,0
18,4,7,5,7,0,0,0,0,0.5217881944444445,7.4,0.7417824466282618,240,56,-1111,-26,24.0,1722.3,1,0,0
22,1,9,4,14,1,1,0,0,0.5731770833333334,7.0,0.6639274822094207,194,56,3174,1926,19.4,1781.5,0,1,0
14,3,4,2,2,0,0,0,0,0.4032118055555556,7.0,0.7669434090138937,260,49,1333,1832,26.0,1585.7,1,0,1
14,3,5,6,3,1,1,0,0,0.3350694444444444,6.8,0.5368519146052185,213,48,-1039,79,21.3,1507.2,0,1,1
35,6,9,3,6,1,1,0,0,0.6756944444444444,7.6,0.8935106743476787,246,61,3712,3375,24.6,1899.6,0,1,1
20,3,6,2,10,0,0,0,0,0.3987847222222223,6.8,0.5857336496103017,220,40,1699,364,22.0,1580.6,0,1,0
16,1,7,7,9,1,1,0,0,0.4610243055555556,6.8,0.5931040325313454,212,44,-629,-753,21.2,1652.3,0,1,0
17,2,9,7,7,1,0,1,1,0.621267361111111,6.8,0.6158082006099627,211,40,2344,1592,21.1,1836.9,1,0,0
14,0,3,2,3,0,0,0,0,0.34244791666666674,7.4,0.6933242968485259,250,53,27,-281,25.0,1515.7,1,0,0
13,3,5,7,5,0,0,0,0,0.43819444444444455,6.8,0.6195357505930194,231,51,30,965,23.1,1626.0,0,1,1
41,3,7,7,9,1,1,0,0,0.4437500000000001,6.6,0.5399017282277195,191,40,211,-320,19.1,1632.4,0,1,1
14,3,9,10,8,0,0,0,0,0.5899305555555556,7.0,0.7139105388004067,187,92,614,846,18.7,1800.8,1,0,1
12,1,9,2,3,1,0,1,0,0.6077256944444445,7.4,0.8525923415791258,236,72,4410,4163,23.6,1821.3,1,0,1
18,3,9,3,11,2,1,1,0,0.5846354166666667,7.0,0.730091494408675,218,80,4054,3806,21.8,1794.7,1,0,1
97,2,6,5,11,1,1,0,0,0.449392361111111,7.0,0.6742629617078956,230,42,77,-260,23.0,1638.9,1,0,1
40,4,6,11,9,0,0,0,0,0.4332465277777777,6.4,0.4966960352422908,208,36,-2002,-1791,20.8,1620.3,1,0,0
13,4,7,5,7,0,0,0,0,0.4657986111111112,7.0,0.692815994578109,201,48,94,844,20.1,1657.8,0,1,0
18,3,8,6,10,0,0,0,0,0.45815972222222223,7.0,0.5874279905116909,229,29,-171,-807,22.9,1649.0,1,0,1
19,4,10,5,15,1,1,0,0,0.5440972222222222,7.0,0.6598610640460861,206,52,2099,1505,20.6,1748.0,0,1,1
18,2,6,13,6,0,0,0,0,0.4121527777777778,6.4,0.47704168078617426,206,40,-3274,-1603,20.6,1596.0,1,0,1
16,0,4,11,2,0,0,0,0,0.31119791666666674,6.4,0.5392239918671636,208,52,-4553,-3000,20.8,1479.7,0,1,0
13,3,6,5,6,1,1,0,0,0.4702256944444445,7.2,0.7191629955947137,235,57,-760,-120,23.5,1662.9,1,0,1
11,2,6,8,5,0,0,0,0,0.3745659722222223,6.8,0.5631141985767537,215,43,-611,139,21.5,1552.7,1,0,1
16,0,2,3,2,0,0,0,0,0.32144097222222223,7.0,0.6488478481870553,232,39,-356,-58,23.2,1491.5,1,0,0
39,2,9,10,8,0,0,0,0,0.5256944444444445,6.6,0.611148763131142,202,47,-316,1561,20.2,1726.8,1,0,0
38,1,4,8,5,1,1,0,0,0.3579861111111111,6.8,0.6218231108098949,211,46,-1961,-564,21.1,1533.6,1,0,1
14,4,3,9,1,0,0,0,0,0.1908854166666667,6.6,0.460352422907489,149,47,-4282,-1993,14.9,1341.1,0,1,0
41,2,7,4,15,0,0,0,0,0.4178819444444444,6.8,0.5824296848525924,191,39,1323,591,19.1,1602.6,1,0,0
16,1,6,6,9,0,0,0,0,0.511892361111111,7.0,0.7247543205692987,228,61,-285,352,22.8,1710.9,1,0,0
13,1,5,9,3,2,1,1,1,0.5766493055555555,7.0,0.6915452389020672,237,57,1292,1426,23.7,1785.5,0,1,1
9,1,2,4,1,1,1,0,0,0.3848090277777778,7.4,0.739664520501525,207,88,375,1283,20.7,1564.5,1,0,1
17,3,6,3,1,0,0,0,0,0.42465277777777777,6.8,0.5856489325652322,250,44,1198,599,25.0,1610.4,0,1,1
14,1,3,14,2,0,0,0,0,0.2681423611111111,6.2,0.4771263978312438,178,47,-4784,-3335,17.8,1430.1,1,0,0
19,1,2,2,2,0,0,0,0,0.35477430555555567,7.0,0.6629108776685869,243,58,9,307,24.3,1529.9,1,0,0
18,3,8,4,11,2,1,1,0,0.5595486111111112,7.2,0.7361064046086073,249,50,2101,2009,24.9,1765.8,1,0,1
15,1,3,8,2,0,0,0,0,0.28793402777777777,6.4,0.510504913588614,203,60,-2789,-3223,20.3,1452.9,0,1,0
13,2,6,7,7,1,1,0,0,0.4366319444444444,6.8,0.6211453744493393,229,44,-117,113,22.9,1624.2,1,0,1
17,4,8,3,12,1,1,0,0,0.6331597222222223,7.2,0.7640630294815317,239,44,3784,3051,23.9,1850.6,0,1,1
16,3,8,3,9,1,1,0,0,0.5861979166666667,7.0,0.6560487970179602,238,48,2930,2300,23.8,1796.5,0,1,1
17,2,9,2,13,1,1,0,0,0.5728298611111111,7.2,0.7073026092849882,215,64,3148,2856,21.5,1781.1,0,1,1
15,6,7,4,10,1,1,0,0,0.5002604166666667,7.0,0.732802439850898,214,50,1471,1204,21.4,1697.5,0,1,1
10,0,6,4,7,1,1,0,0,0.3862847222222223,6.8,0.6225855642155201,197,60,-801,-1090,19.7,1566.2,1,0,1
22,1,8,7,9,0,0,0,0,0.49930555555555567,7.0,0.6254659437478821,211,36,-45,-1199,21.1,1696.4,0,1,0
18,1,6,6,9,1,1,0,0,0.4848090277777779,6.8,0.6463063368349712,247,40,-69,552,24.7,1679.7,1,0,0
54,2,3,6,4,1,1,0,0,0.39001736111111107,6.8,0.6500338868180279,218,75,-1277,-297,21.8,1570.5,1,0,1
14,3,12,3,12,0,0,0,0,0.7152777777777779,7.6,0.8588614029142664,239,48,4401,3035,23.9,1945.2,0,1,1
14,0,3,10,2,1,1,0,0,0.34583333333333344,6.6,0.5959844120637073,220,64,-3523,-1757,22.0,1519.6,1,0,1
13,3,13,7,16,0,0,0,0,0.6979166666666667,7.0,0.6474076584208742,207,45,3711,2987,20.7,1925.2,0,1,1
18,3,10,14,9,0,0,0,0,0.5646701388888888,6.4,0.4500169434090139,144,60,-2397,-3292,14.4,1771.7,0,1,0
16,0,3,10,0,1,1,0,0,0.23263888888888884,6.6,0.5011013215859031,204,40,-6281,-4551,20.4,1389.2,1,0,0
17,0,9,9,14,0,0,0,0,0.5946180555555556,7.0,0.6694340901389361,213,56,1004,2008,21.3,1806.2,1,0,1
19,3,6,11,9,0,0,0,0,0.40460069444444446,6.6,0.5216028464927144,197,58,-4027,-701,19.7,1587.3,1,0,1
13,2,6,5,6,1,0,1,0,0.4476562500000001,7.2,0.7037444933920706,240,60,833,1021,24.0,1636.9,1,0,0
18,3,11,5,14,1,1,0,0,0.6077256944444445,7.0,0.7021348695357507,227,48,2267,2010,22.7,1821.3,1,0,1
85,3,9,17,17,0,0,0,0,0.574045138888889,6.6,0.5219417146729922,180,40,-4624,-2511,18.0,1782.5,1,0,0
14,1,9,6,10,1,1,0,0,0.6646701388888889,7.4,0.8143002372077263,245,65,3782,3060,24.5,1886.9,0,1,1
15,4,4,3,5,1,0,1,0,0.39531249999999996,6.8,0.5487970179600136,223,46,1134,906,22.3,1576.6,1,0,0
16,1,6,8,5,0,0,0,0,0.40937500000000004,7.0,0.6650288037953237,206,59,-955,-642,20.6,1592.8,1,0,0
15,1,15,7,15,2,1,1,0,0.7059895833333334,7.0,0.6651135208403932,213,40,3882,2253,21.3,1934.5,0,1,1
15,4,4,5,2,2,1,1,1,0.49973958333333335,7.2,0.6717214503558117,232,48,811,-1024,23.2,1696.9,1,0,1
15,7,7,4,13,0,0,0,0,0.5067708333333334,7.0,0.6353778380210099,218,54,1755,1014,21.8,1705.0,0,1,0
15,3,6,8,4,0,0,0,0,0.41918402777777786,7.0,0.5889528973229413,187,48,-1499,-2433,18.7,1604.1,1,0,0
11,1,1,6,0,1,0,1,0,0.22907986111111112,6.8,0.5884445950525247,220,56,-3215,-2650,22.0,1385.1,1,0,0
20,5,5,5,10,1,1,0,0,0.5570312500000001,7.2,0.7416977295831922,228,76,1519,1488,22.8,1762.9,0,1,1
14,3,5,9,5,0,0,0,0,0.347829861111111,6.4,0.4756862080650627,190,44,-2488,-2913,19.0,1521.9,0,1,0
17,3,7,6,9,0,0,0,0,0.5135416666666668,6.6,0.5580311758725857,224,39,667,-1243,22.4,1712.8,0,1,0
18,1,4,5,5,0,0,0,0,0.4677951388888888,6.8,0.6082683835987802,219,47,172,-1254,21.9,1660.1,0,1,1
29,3,7,3,9,0,0,0,0,0.54296875,7.2,0.7603354794984752,233,62,1972,1613,23.3,1746.7,1,0,1
29,3,5,4,6,0,0,0,0,0.43914930555555554,7.2,0.7200101660454085,210,58,396,1091,21.0,1627.1,1,0,1
43,1,5,7,5,0,0,0,0,0.42500000000000004,7.0,0.6389359539139275,197,56,-413,857,19.7,1610.8,1,0,1
13,4,6,7,6,2,1,1,0,0.4453125,7.0,0.5992036597763469,203,59,-439,-751,20.3,1634.2,1,0,0
16,2,4,10,4,1,0,1,0,0.3651909722222222,6.6,0.5419349373093866,218,55,-2329,-2416,21.8,1541.9,0,1,1
13,1,13,5,14,1,1,0,0,0.6665798611111111,7.2,0.7813453066757031,229,58,2746,1939,22.9,1889.1,0,1,1
18,1,6,3,4,2,1,1,0,0.41675347222222214,7.0,0.6481701118264996,196,46,964,271,19.6,1601.3,0,1,1
54,3,4,8,3,0,0,0,0,0.27282986111111107,6.4,0.49949169772958324,162,52,-2357,-1436,16.2,1435.5,1,0,0
20,3,6,8,8,1,1,0,0,0.4717013888888888,7.2,0.7062860047441545,231,60,-1016,-310,23.1,1664.6,1,0,1
93,4,12,3,15,2,1,1,0,0.6896701388888888,7.0,0.7347509318874957,216,52,3960,1446,21.6,1915.7,0,1,1
36,0,3,6,2,0,0,0,0,0.33376736111111116,6.6,0.6351236868858016,195,60,-2547,-2796,19.5,1505.7,1,0,0
17,2,12,10,20,0,0,0,0,0.652170138888889,6.8,0.6374110471026772,195,65,1294,267,19.5,1872.5,0,1,1
15,3,11,2,10,1,1,0,0,0.609375,7.2,0.7339884784818705,220,53,3886,3453,22.0,1823.2,0,1,1
26,2,3,8,2,0,0,0,0,0.28741319444444446,6.8,0.5350728566587598,209,47,-3100,-1006,20.9,1452.3,1,0,1
16,4,8,8,8,1,1,0,0,0.4858506944444445,6.8,0.6064046086072518,215,44,-1874,-1408,21.5,1680.9,0,1,1
15,2,4,4,1,0,0,0,0,0.35616319444444455,7.0,0.6380887834632328,228,51,-246,549,22.8,1531.5,0,1,0
16,2,10,10,10,0,0,0,0,0.6342881944444445,7.0,0.6807014571331752,219,48,347,-393,21.9,1851.9,1,0,1
10,0,6,6,3,1,1,0,0,0.3129340277777777,6.0,0.43087089122331423,190,57,-1936,-1799,19.0,1481.7,0,1,0
